x,y
12.261306532663317,8.03517899203499
12.361809045226131,2.767788727636673
12.462311557788945,7.093255882513131
12.56281407035176,10.651648677266955
12.663316582914574,4.640968186548562
12.763819095477388,5.837818173842931
12.864321608040202,7.512149825700381
12.964824120603016,6.639441138445447
13.06532663316583,4.86686374790545
13.165829145728644,8.412627014371772
13.266331658291458,6.441122076208025
13.366834170854272,9.783638876899072
13.467336683417086,7.246601059706473
13.5678391959799,12.410579073460582
13.668341708542714,7.943963396283211
13.768844221105528,9.039096770719713
13.869346733668342,11.454757877830165
13.969849246231156,7.481301048802244
14.07035175879397,10.483401836555599
14.170854271356784,12.698010550894535
14.271356783919598,6.893742058783529
14.371859296482413,10.472955149946047
14.472361809045227,10.588985168460335
14.57286432160804,11.56980571962702
14.673366834170855,7.441750761636564
14.773869346733669,7.158203552082676
14.874371859296483,10.70212014553099
14.974874371859297,10.088911181142466
15.075376884422111,9.812372105333665
15.175879396984925,9.802826780072117
15.27638190954774,7.533064555281907
15.376884422110553,9.12814002576924
15.477386934673367,9.010454339887204
15.577889447236181,6.749363907781872
15.678391959798995,11.659445997707667
15.77889447236181,8.624497855689748
15.879396984924623,5.045305825117165
15.979899497487438,8.497265914366945
16.080402010050253,4.9991734836272785
16.180904522613066,8.29810151269941
16.28140703517588,8.830310213299768
16.381909547738694,4.677367167364023
16.48241206030151,8.06999176444415
16.582914572864322,6.814482276515846
16.683417085427138,7.501959450312502
16.78391959798995,9.545411648768807
16.884422110552766,5.181680913404218
16.984924623115578,4.1135693435754295
17.085427135678394,3.8195764514895734
17.185929648241206,3.9742610728615757
17.286432160804022,5.489100963545541
17.386934673366834,6.393306947789729
17.48743718592965,6.362183005585639
17.587939698492463,7.590586248728318
17.68844221105528,6.1184830231192295
17.78894472361809,9.18357816516426
17.889447236180906,5.957648261552207
17.98994974874372,12.162556538030753
18.090452261306535,8.231746418860252
18.190954773869347,5.545128764132238
18.291457286432163,5.415220754297241
18.391959798994975,8.835546252172687
18.49246231155779,7.750647580916995
18.592964824120603,9.96312919444909
18.69346733668342,9.826842291499258
18.79396984924623,9.084654744406686
18.894472361809047,7.888352760990558
18.99497487437186,6.902513907775014
19.095477386934675,9.385059298310946
19.195979899497488,12.329396752237818
19.296482412060303,11.373016548261887
19.396984924623116,8.7684959027127
19.49748743718593,11.905720846334283
19.597989949748744,12.611106096083278
19.69849246231156,10.333265704586713
19.798994974874372,12.646214950256013
19.899497487437188,12.668348627598457
20.0,10.452895156521636
